縣市,HIV診斷年份,HIV診斷月份,性別,診斷年齡分組,個案數
台北市,1996,8,男,25-34,2
台北市,1996,8,男,50-64,1
台北市,1996,8,男,65以上,1
南投縣,1996,8,男,25-34,1
苗栗縣,1996,8,女,25-34,1
苗栗縣,1996,8,男,25-34,1
桃園市,1996,8,男,25-34,1
高雄市,1996,8,男,35-49,2
新北市,1996,8,女,25-34,1
新北市,1996,8,男,25-34,2
新竹縣,1996,8,男,25-34,1
台中市,1996,9,男,25-34,1
台北市,1996,9,男,15-24,1
台北市,1996,9,男,25-34,1
台北市,1996,9,男,35-49,1
台南市,1996,9,男,65以上,1
宜蘭縣,1996,9,男,50-64,1
苗栗縣,1996,9,女,35-49,1
桃園市,1996,9,男,35-49,1
高雄市,1996,9,男,15-24,1
高雄市,1996,9,男,25-34,1
高雄市,1996,9,男,35-49,2
雲林縣,1996,9,男,35-49,1
新北市,1996,9,女,35-49,1
新北市,1996,9,男,15-24,1
新北市,1996,9,男,25-34,3
新北市,1996,9,男,35-49,4
新竹市,1996,9,男,25-34,1
嘉義縣,1996,9,男,25-34,1
嘉義縣,1996,9,男,50-64,1
彰化縣,1996,9,男,25-34,1
台中市,1996,10,男,25-34,1
台中市,1996,10,男,35-49,1
台北市,1996,10,女,25-34,1
台北市,1996,10,男,15-24,1
台北市,1996,10,男,25-34,5
台北市,1996,10,男,65以上,1
台南市,1996,10,男,15-24,1
宜蘭縣,1996,10,女,15-24,1
南投縣,1996,10,男,25-34,1
屏東縣,1996,10,男,35-49,1
桃園市,1996,10,男,15-24,1
桃園市,1996,10,男,25-34,3
高雄市,1996,10,男,50-64,1
新北市,1996,10,女,25-34,1
新北市,1996,10,女,35-49,1
新北市,1996,10,男,15-24,2
新北市,1996,10,男,25-34,9
新北市,1996,10,男,35-49,2
新北市,1996,10,男,65以上,1
新竹縣,1996,10,女,25-34,1
台中市,1996,11,男,15-24,1
台中市,1996,11,男,25-34,3
台中市,1996,11,男,35-49,1
台北市,1996,11,男,15-24,1
台北市,1996,11,男,25-34,2
台北市,1996,11,男,35-49,1
台北市,1996,11,男,50-64,1
台南市,1996,11,女,35-49,1
屏東縣,1996,11,男,25-34,1
桃園市,1996,11,男,15-24,1
高雄市,1996,11,男,25-34,3
基隆市,1996,11,男,35-49,1
新北市,1996,11,男,15-24,2
新北市,1996,11,男,25-34,7
新北市,1996,11,男,35-49,1
新竹市,1996,11,男,25-34,1
彰化縣,1996,11,男,25-34,1
台中市,1996,12,男,15-24,2
台中市,1996,12,男,35-49,1
台中市,1996,12,男,50-64,1
台北市,1996,12,男,25-34,1
台北市,1996,12,男,35-49,1
台北市,1996,12,男,50-64,1
台北市,1996,12,男,65以上,1
台南市,1996,12,男,25-34,1
屏東縣,1996,12,男,25-34,2
桃園市,1996,12,男,35-49,1
高雄市,1996,12,男,25-34,1
高雄市,1996,12,男,35-49,1
雲林縣,1996,12,男,25-34,1
新北市,1996,12,女,50-64,1
新北市,1996,12,男,15-24,2
新北市,1996,12,男,25-34,3
新北市,1996,12,男,35-49,3
新北市,1996,12,男,65以上,1
新竹市,1996,12,男,35-49,1
新竹縣,1996,12,男,15-24,1
台中市,1997,1,男,15-24,2
台中市,1997,1,男,50-64,1
台北市,1997,1,女,25-34,1
台北市,1997,1,男,15-24,1
台北市,1997,1,男,50-64,1
台南市,1997,1,男,15-24,2
台南市,1997,1,男,35-49,1
台南市,1997,1,男,50-64,1
花蓮縣,1997,1,男,25-34,1
南投縣,1997,1,男,15-24,1
屏東縣,1997,1,男,50-64,1
桃園市,1997,1,男,15-24,1
桃園市,1997,1,男,25-34,1
高雄市,1997,1,男,25-34,1
高雄市,1997,1,男,35-49,2
基隆市,1997,1,男,25-34,1
新北市,1997,1,男,25-34,1
新北市,1997,1,男,50-64,1
台中市,1997,2,男,35-49,2
台中市,1997,2,男,50-64,1
台北市,1997,2,男,15-24,1
台北市,1997,2,男,65以上,1
台南市,1997,2,男,25-34,1
花蓮縣,1997,2,男,25-34,1
南投縣,1997,2,男,35-49,1
屏東縣,1997,2,男,25-34,1
桃園市,1997,2,男,25-34,2
桃園市,1997,2,男,35-49,1
高雄市,1997,2,男,15-24,2
高雄市,1997,2,男,25-34,1
新北市,1997,2,男,25-34,2
新北市,1997,2,男,35-49,3
新北市,1997,2,男,50-64,1
新竹市,1997,2,男,25-34,1
新竹縣,1997,2,女,35-49,1
嘉義縣,1997,2,男,35-49,1
台中市,1997,3,男,65以上,1
台北市,1997,3,男,15-24,2
台北市,1997,3,男,25-34,2
台北市,1997,3,男,35-49,2
台東縣,1997,3,男,35-49,1
花蓮縣,1997,3,男,25-34,1
屏東縣,1997,3,男,25-34,1
屏東縣,1997,3,男,35-49,2
桃園市,1997,3,男,25-34,1
高雄市,1997,3,男,50-64,2
新北市,1997,3,男,25-34,2
新北市,1997,3,男,35-49,1
新竹縣,1997,3,男,15-24,1
嘉義縣,1997,3,男,35-49,1
彰化縣,1997,3,男,35-49,2
台中市,1997,4,女,35-49,1
台中市,1997,4,男,25-34,1
台中市,1997,4,男,35-49,1
台中市,1997,4,男,50-64,1
台北市,1997,4,男,25-34,2
台北市,1997,4,男,50-64,4
台東縣,1997,4,男,25-34,1
台南市,1997,4,男,15-24,1
台南市,1997,4,男,25-34,1
宜蘭縣,1997,4,男,15-24,1
花蓮縣,1997,4,男,25-34,1
屏東縣,1997,4,男,25-34,1
桃園市,1997,4,女,35-49,1
桃園市,1997,4,男,25-34,1
桃園市,1997,4,男,35-49,1
新北市,1997,4,男,15-24,1
新北市,1997,4,男,25-34,2
新北市,1997,4,男,35-49,2
新北市,1997,4,男,50-64,3
嘉義縣,1997,4,男,25-34,1
台中市,1997,5,男,25-34,1
台中市,1997,5,男,50-64,1
台北市,1997,5,女,50-64,1
台北市,1997,5,男,15-24,1
台北市,1997,5,男,25-34,3
台北市,1997,5,男,35-49,1
台北市,1997,5,男,50-64,1
台南市,1997,5,男,15-24,2
花蓮縣,1997,5,男,50-64,1
屏東縣,1997,5,男,25-34,1
屏東縣,1997,5,男,35-49,1
屏東縣,1997,5,男,50-64,1
桃園市,1997,5,男,25-34,1
高雄市,1997,5,男,15-24,1
高雄市,1997,5,男,25-34,2
高雄市,1997,5,男,35-49,1
基隆市,1997,5,男,50-64,1
新北市,1997,5,女,35-49,1
新北市,1997,5,男,15-24,3
新北市,1997,5,男,35-49,3
新北市,1997,5,男,50-64,1
嘉義市,1997,5,男,50-64,1
彰化縣,1997,5,男,35-49,1
台中市,1997,6,男,25-34,3
台南市,1997,6,男,35-49,1
花蓮縣,1997,6,男,25-34,1
桃園市,1997,6,男,15-24,1
桃園市,1997,6,男,25-34,1
桃園市,1997,6,男,35-49,1
高雄市,1997,6,男,15-24,2
高雄市,1997,6,男,25-34,1
基隆市,1997,6,男,50-64,1
新北市,1997,6,女,25-34,1
新北市,1997,6,女,35-49,1
新北市,1997,6,女,50-64,1
新北市,1997,6,男,15-24,1
新北市,1997,6,男,25-34,2
新北市,1997,6,男,35-49,2
台中市,1997,7,男,15-24,2
台中市,1997,7,男,25-34,3
台中市,1997,7,男,35-49,1
台北市,1997,7,男,15-24,2
台北市,1997,7,男,25-34,2
台北市,1997,7,男,35-49,1
台南市,1997,7,男,35-49,1
屏東縣,1997,7,女,50-64,1
屏東縣,1997,7,男,25-34,1
苗栗縣,1997,7,男,25-34,2
桃園市,1997,7,男,15-24,2
桃園市,1997,7,男,25-34,3
高雄市,1997,7,男,25-34,1
高雄市,1997,7,男,35-49,1
新北市,1997,7,女,25-34,1
新北市,1997,7,女,65以上,1
新北市,1997,7,男,15-24,1
新北市,1997,7,男,25-34,2
新北市,1997,7,男,35-49,2
新北市,1997,7,男,50-64,1
嘉義縣,1997,7,男,25-34,1
澎湖縣,1997,7,男,25-34,1
台中市,1997,8,女,15-24,1
台中市,1997,8,男,15-24,1
台中市,1997,8,男,25-34,1
台中市,1997,8,男,35-49,2
台北市,1997,8,男,15-24,1
台北市,1997,8,男,25-34,1
台北市,1997,8,男,35-49,2
台北市,1997,8,男,50-64,2
台南市,1997,8,女,25-34,1
台南市,1997,8,男,15-24,1
台南市,1997,8,男,25-34,1
台南市,1997,8,男,35-49,1
宜蘭縣,1997,8,男,15-24,2
屏東縣,1997,8,男,35-49,1
苗栗縣,1997,8,女,25-34,1
桃園市,1997,8,男,15-24,1
桃園市,1997,8,男,25-34,2
高雄市,1997,8,男,15-24,4
高雄市,1997,8,男,25-34,1
高雄市,1997,8,男,50-64,1
新北市,1997,8,女,15-24,1
新北市,1997,8,男,15-24,3
新北市,1997,8,男,25-34,3
新北市,1997,8,男,35-49,1
新北市,1997,8,男,50-64,1
台中市,1997,9,男,15-24,1
台中市,1997,9,男,25-34,4
台北市,1997,9,男,15-24,1
台北市,1997,9,男,25-34,3
台北市,1997,9,男,35-49,2
台東縣,1997,9,男,25-34,1
台南市,1997,9,女,25-34,1
台南市,1997,9,男,15-24,1
台南市,1997,9,男,25-34,1
南投縣,1997,9,男,35-49,1
桃園市,1997,9,女,25-34,2
桃園市,1997,9,男,35-49,1
高雄市,1997,9,女,35-49,1
高雄市,1997,9,男,25-34,1
高雄市,1997,9,男,35-49,1
基隆市,1997,9,男,25-34,1
雲林縣,1997,9,男,25-34,1
新北市,1997,9,男,15-24,2
新北市,1997,9,男,25-34,3
新北市,1997,9,男,35-49,2
嘉義縣,1997,9,男,50-64,1
嘉義縣,1997,9,男,65以上,1
台中市,1997,10,女,35-49,1
台中市,1997,10,男,15-24,2
台中市,1997,10,男,25-34,2
台中市,1997,10,男,50-64,1
台北市,1997,10,男,25-34,2
台北市,1997,10,男,35-49,2
桃園市,1997,10,男,15-24,2
高雄市,1997,10,男,15-24,1
高雄市,1997,10,男,25-34,2
高雄市,1997,10,男,35-49,3
高雄市,1997,10,男,50-64,1
基隆市,1997,10,男,25-34,1
雲林縣,1997,10,男,25-34,1
新北市,1997,10,男,25-34,1
新北市,1997,10,男,50-64,1
台中市,1997,11,男,35-49,2
台中市,1997,11,男,50-64,1
台北市,1997,11,男,15-24,2
台北市,1997,11,男,25-34,1
台北市,1997,11,男,35-49,3
台南市,1997,11,男,25-34,1
台南市,1997,11,男,50-64,1
屏東縣,1997,11,男,15-24,1
屏東縣,1997,11,男,25-34,1
桃園市,1997,11,男,15-24,1
桃園市,1997,11,男,25-34,2
桃園市,1997,11,男,35-49,2
高雄市,1997,11,男,15-24,1
高雄市,1997,11,男,25-34,1
高雄市,1997,11,男,35-49,1
基隆市,1997,11,男,25-34,1
新北市,1997,11,男,15-24,1
新北市,1997,11,男,25-34,3
台中市,1997,12,男,15-24,1
台中市,1997,12,男,25-34,1
台北市,1997,12,男,15-24,2
台北市,1997,12,男,25-34,2
台北市,1997,12,男,35-49,2
台北市,1997,12,男,50-64,1
台北市,1997,12,男,65以上,1
台南市,1997,12,男,35-49,1
花蓮縣,1997,12,男,15-24,2
屏東縣,1997,12,男,25-34,1
屏東縣,1997,12,男,50-64,1
桃園市,1997,12,女,15-24,1
桃園市,1997,12,男,15-24,1
桃園市,1997,12,男,25-34,3
高雄市,1997,12,男,25-34,1
高雄市,1997,12,男,35-49,7
基隆市,1997,12,女,35-49,1
基隆市,1997,12,男,35-49,1
雲林縣,1997,12,男,25-34,1
雲林縣,1997,12,男,35-49,1
新北市,1997,12,男,25-34,4
新北市,1997,12,男,35-49,3
新竹市,1997,12,男,15-24,2
新竹市,1997,12,男,25-34,1
彰化縣,1997,12,男,50-64,1
台中市,1998,1,男,25-34,2
台北市,1998,1,女,35-49,1
台北市,1998,1,男,15-24,1
台北市,1998,1,男,25-34,1
台北市,1998,1,男,35-49,2
台南市,1998,1,女,25-34,1
台南市,1998,1,男,15-24,1
台南市,1998,1,男,25-34,1
屏東縣,1998,1,男,25-34,1
桃園市,1998,1,女,25-34,1
桃園市,1998,1,男,15-24,2
桃園市,1998,1,男,25-34,2
高雄市,1998,1,男,25-34,2
新北市,1998,1,男,25-34,4
新北市,1998,1,男,35-49,1
新北市,1998,1,男,50-64,1
台中市,1998,2,男,25-34,1
台中市,1998,2,男,35-49,1
台北市,1998,2,男,15-24,1
台北市,1998,2,男,25-34,1
台北市,1998,2,男,35-49,1
台東縣,1998,2,女,15-24,1
台東縣,1998,2,男,15-24,1
台南市,1998,2,男,25-34,1
台南市,1998,2,男,35-49,1
屏東縣,1998,2,男,35-49,1
桃園市,1998,2,男,50-64,1
高雄市,1998,2,男,15-24,1
高雄市,1998,2,男,25-34,2
高雄市,1998,2,男,35-49,2
基隆市,1998,2,男,25-34,2
新北市,1998,2,男,15-24,1
新北市,1998,2,男,25-34,3
嘉義市,1998,2,男,35-49,1
彰化縣,1998,2,男,15-24,1
彰化縣,1998,2,男,25-34,2
台中市,1998,3,男,35-49,2
台北市,1998,3,女,25-34,1
台北市,1998,3,男,15-24,2
台北市,1998,3,男,25-34,1
台北市,1998,3,男,35-49,2
台北市,1998,3,男,50-64,1
台南市,1998,3,男,15-24,1
台南市,1998,3,男,35-49,2
花蓮縣,1998,3,男,25-34,1
屏東縣,1998,3,男,35-49,1
桃園市,1998,3,男,15-24,2
桃園市,1998,3,男,25-34,2
高雄市,1998,3,男,25-34,4
高雄市,1998,3,男,35-49,3
基隆市,1998,3,男,25-34,1
雲林縣,1998,3,男,35-49,1
新北市,1998,3,男,15-24,2
新北市,1998,3,男,25-34,4
新北市,1998,3,男,35-49,1
新北市,1998,3,男,65以上,1
新竹市,1998,3,女,50-64,1
新竹市,1998,3,男,35-49,2
彰化縣,1998,3,女,50-64,1
台中市,1998,4,男,25-34,1
台北市,1998,4,男,15-24,1
台北市,1998,4,男,25-34,3
台北市,1998,4,男,35-49,3
台南市,1998,4,男,15-24,1
花蓮縣,1998,4,女,35-49,1
花蓮縣,1998,4,男,25-34,1
屏東縣,1998,4,男,35-49,1
苗栗縣,1998,4,男,25-34,1
苗栗縣,1998,4,男,50-64,1
桃園市,1998,4,男,35-49,2
基隆市,1998,4,男,50-64,1
新北市,1998,4,男,15-24,2
新北市,1998,4,男,25-34,4
新北市,1998,4,男,35-49,5
新竹市,1998,4,男,25-34,1
彰化縣,1998,4,男,35-49,1
台中市,1998,5,男,15-24,1
台中市,1998,5,男,25-34,1
台中市,1998,5,男,50-64,1
台北市,1998,5,男,15-24,1
台北市,1998,5,男,25-34,2
台北市,1998,5,男,35-49,2
台北市,1998,5,男,65以上,1
台南市,1998,5,男,50-64,1
花蓮縣,1998,5,男,50-64,1
南投縣,1998,5,男,50-64,1
屏東縣,1998,5,男,25-34,1
苗栗縣,1998,5,男,15-24,1
桃園市,1998,5,男,35-49,1
桃園市,1998,5,男,50-64,1
高雄市,1998,5,男,15-24,1
高雄市,1998,5,男,25-34,1
高雄市,1998,5,男,35-49,1
高雄市,1998,5,男,50-64,2
新北市,1998,5,女,25-34,1
新北市,1998,5,男,15-24,1
新北市,1998,5,男,25-34,1
新北市,1998,5,男,35-49,2
新竹市,1998,5,男,35-49,1
嘉義市,1998,5,男,25-34,1
嘉義縣,1998,5,男,15-24,1
嘉義縣,1998,5,男,35-49,1
嘉義縣,1998,5,男,50-64,1
彰化縣,1998,5,男,25-34,1
台中市,1998,6,男,25-34,1
台中市,1998,6,男,35-49,1
台中市,1998,6,男,50-64,1
台北市,1998,6,女,50-64,1
台北市,1998,6,男,25-34,3
台北市,1998,6,男,35-49,3
台東縣,1998,6,男,35-49,1
台南市,1998,6,男,15-24,1
台南市,1998,6,男,25-34,2
台南市,1998,6,男,35-49,1
宜蘭縣,1998,6,男,25-34,1
花蓮縣,1998,6,男,35-49,1
桃園市,1998,6,女,25-34,2
桃園市,1998,6,男,15-24,1
桃園市,1998,6,男,25-34,1
桃園市,1998,6,男,35-49,1
桃園市,1998,6,男,50-64,1
高雄市,1998,6,男,25-34,1
新北市,1998,6,男,25-34,1
新北市,1998,6,男,35-49,2
新北市,1998,6,男,50-64,1
嘉義市,1998,6,女,50-64,1
嘉義市,1998,6,男,15-24,1
彰化縣,1998,6,男,35-49,1
台中市,1998,7,男,15-24,1
台中市,1998,7,男,25-34,2
台中市,1998,7,男,35-49,1
台北市,1998,7,男,25-34,3
台北市,1998,7,男,35-49,1
台南市,1998,7,男,25-34,2
台南市,1998,7,男,35-49,3
桃園市,1998,7,男,25-34,2
桃園市,1998,7,男,35-49,1
高雄市,1998,7,男,25-34,3
高雄市,1998,7,男,35-49,1
高雄市,1998,7,男,50-64,1
高雄市,1998,7,男,65以上,1
基隆市,1998,7,男,25-34,1
雲林縣,1998,7,女,15-24,1
雲林縣,1998,7,男,25-34,1
新北市,1998,7,男,15-24,1
新北市,1998,7,男,25-34,5
新北市,1998,7,男,35-49,4
新竹市,1998,7,男,35-49,1
新竹縣,1998,7,男,35-49,1
嘉義市,1998,7,男,未滿15,1
嘉義縣,1998,7,男,35-49,1
嘉義縣,1998,7,男,50-64,1
彰化縣,1998,7,女,35-49,1
彰化縣,1998,7,男,25-34,1
台中市,1998,8,女,50-64,1
台中市,1998,8,男,25-34,1
台中市,1998,8,男,35-49,2
台中市,1998,8,男,50-64,1
台北市,1998,8,男,15-24,2
台北市,1998,8,男,25-34,3
台北市,1998,8,男,35-49,1
台北市,1998,8,男,65以上,1
台南市,1998,8,女,25-34,1
台南市,1998,8,女,50-64,1
台南市,1998,8,男,25-34,1
台南市,1998,8,男,65以上,1
花蓮縣,1998,8,男,25-34,1
桃園市,1998,8,男,35-49,1
高雄市,1998,8,男,25-34,3
高雄市,1998,8,男,35-49,1
雲林縣,1998,8,男,35-49,1
新北市,1998,8,男,15-24,1
新北市,1998,8,男,25-34,5
新北市,1998,8,男,35-49,3
新北市,1998,8,男,50-64,1
新北市,1998,8,男,65以上,1
新竹市,1998,8,男,50-64,1
嘉義市,1998,8,男,35-49,1
澎湖縣,1998,8,男,35-49,1
台中市,1998,9,女,25-34,1
台中市,1998,9,男,15-24,1
台中市,1998,9,男,25-34,5
台中市,1998,9,男,35-49,1
台北市,1998,9,男,15-24,2
台北市,1998,9,男,25-34,4
台北市,1998,9,男,35-49,2
台北市,1998,9,男,50-64,1
台北市,1998,9,男,65以上,1
台東縣,1998,9,男,15-24,1
台南市,1998,9,男,25-34,3
台南市,1998,9,男,35-49,1
南投縣,1998,9,男,15-24,1
南投縣,1998,9,男,35-49,1
屏東縣,1998,9,男,25-34,1
屏東縣,1998,9,男,35-49,1
苗栗縣,1998,9,男,35-49,1
桃園市,1998,9,男,15-24,1
桃園市,1998,9,男,35-49,1
高雄市,1998,9,男,15-24,1
高雄市,1998,9,男,25-34,1
高雄市,1998,9,男,35-49,2
基隆市,1998,9,男,35-49,1
基隆市,1998,9,男,50-64,1
新北市,1998,9,男,15-24,2
新北市,1998,9,男,25-34,2
新北市,1998,9,男,35-49,1
新北市,1998,9,男,50-64,2
新北市,1998,9,男,65以上,1
彰化縣,1998,9,男,15-24,1
彰化縣,1998,9,男,35-49,1
台中市,1998,10,男,25-34,4
台中市,1998,10,男,35-49,1
台中市,1998,10,男,50-64,1
台北市,1998,10,男,15-24,1
台北市,1998,10,男,25-34,4
宜蘭縣,1998,10,男,25-34,1
南投縣,1998,10,女,35-49,1
苗栗縣,1998,10,男,35-49,1
高雄市,1998,10,女,25-34,1
高雄市,1998,10,男,35-49,1
新北市,1998,10,男,15-24,1
新北市,1998,10,男,25-34,4
新北市,1998,10,男,35-49,2
新北市,1998,10,男,50-64,1
新北市,1998,10,男,65以上,1
彰化縣,1998,10,女,15-24,1
台中市,1998,11,女,35-49,1
台中市,1998,11,男,25-34,1
台北市,1998,11,男,25-34,1
台北市,1998,11,男,35-49,1
台北市,1998,11,男,65以上,2
台東縣,1998,11,男,25-34,1
台南市,1998,11,男,15-24,1
台南市,1998,11,男,35-49,2
台南市,1998,11,男,50-64,2
桃園市,1998,11,男,15-24,1
高雄市,1998,11,男,15-24,1
高雄市,1998,11,男,25-34,1
基隆市,1998,11,男,35-49,1
新北市,1998,11,男,25-34,2
新北市,1998,11,男,35-49,1
新北市,1998,11,男,50-64,1
新竹縣,1998,11,男,35-49,1
台中市,1998,12,男,25-34,2
台中市,1998,12,男,35-49,1
台中市,1998,12,男,50-64,1
台北市,1998,12,女,35-49,1
台北市,1998,12,男,25-34,3
台北市,1998,12,男,35-49,1
台北市,1998,12,男,65以上,1
台南市,1998,12,女,35-49,1
花蓮縣,1998,12,男,25-34,1
南投縣,1998,12,男,15-24,1
南投縣,1998,12,男,50-64,1
屏東縣,1998,12,男,35-49,1
桃園市,1998,12,女,15-24,1
桃園市,1998,12,男,25-34,1
高雄市,1998,12,男,15-24,1
高雄市,1998,12,男,25-34,2
高雄市,1998,12,男,35-49,1
新北市,1998,12,女,25-34,1
新北市,1998,12,男,25-34,5
新北市,1998,12,男,35-49,1
新竹縣,1998,12,男,25-34,1
嘉義縣,1998,12,男,15-24,1
嘉義縣,1998,12,男,25-34,2
彰化縣,1998,12,男,15-24,1
台中市,1999,1,男,25-34,1
台中市,1999,1,男,35-49,3
台中市,1999,1,男,50-64,1
台北市,1999,1,男,15-24,1
台北市,1999,1,男,25-34,4
台北市,1999,1,男,35-49,1
台北市,1999,1,男,65以上,1
台南市,1999,1,男,35-49,1
花蓮縣,1999,1,男,15-24,1
屏東縣,1999,1,男,35-49,1
桃園市,1999,1,女,25-34,1
桃園市,1999,1,男,25-34,1
桃園市,1999,1,男,50-64,1
高雄市,1999,1,男,25-34,2
雲林縣,1999,1,男,50-64,1
新北市,1999,1,男,25-34,1
新北市,1999,1,男,35-49,3
台中市,1999,2,男,15-24,3
台北市,1999,2,女,25-34,1
台北市,1999,2,男,15-24,1
台北市,1999,2,男,25-34,2
台北市,1999,2,男,35-49,3
台北市,1999,2,男,50-64,1
台東縣,1999,2,男,25-34,1
台東縣,1999,2,男,未滿15,2
台南市,1999,2,女,25-34,1
台南市,1999,2,女,35-49,1
南投縣,1999,2,男,25-34,1
苗栗縣,1999,2,男,50-64,1
桃園市,1999,2,女,15-24,1
桃園市,1999,2,男,25-34,4
桃園市,1999,2,男,35-49,1
高雄市,1999,2,男,25-34,1
新北市,1999,2,女,15-24,1
新北市,1999,2,女,35-49,1
新北市,1999,2,男,25-34,6
新北市,1999,2,男,35-49,2
新北市,1999,2,男,65以上,1
嘉義市,1999,2,男,25-34,1
台中市,1999,3,女,35-49,1
台中市,1999,3,男,25-34,2
台中市,1999,3,男,35-49,2
台北市,1999,3,男,25-34,3
台北市,1999,3,男,35-49,2
台東縣,1999,3,男,25-34,1
台南市,1999,3,男,25-34,2
台南市,1999,3,男,35-49,2
台南市,1999,3,男,50-64,1
桃園市,1999,3,男,15-24,2
高雄市,1999,3,男,15-24,2
高雄市,1999,3,男,25-34,2
基隆市,1999,3,男,35-49,1
雲林縣,1999,3,男,35-49,1
新北市,1999,3,女,25-34,1
新北市,1999,3,女,35-49,1
新北市,1999,3,男,25-34,6
新北市,1999,3,男,35-49,1
新北市,1999,3,男,65以上,2
嘉義縣,1999,3,男,35-49,2
彰化縣,1999,3,男,25-34,2
台中市,1999,4,女,25-34,1
台中市,1999,4,男,15-24,1
台中市,1999,4,男,35-49,1
台北市,1999,4,男,15-24,1
台北市,1999,4,男,35-49,2
台南市,1999,4,男,25-34,1
台南市,1999,4,男,35-49,3
台南市,1999,4,男,50-64,1
屏東縣,1999,4,男,15-24,1
屏東縣,1999,4,男,25-34,1
苗栗縣,1999,4,男,35-49,2
桃園市,1999,4,男,15-24,1
桃園市,1999,4,男,35-49,3
高雄市,1999,4,女,25-34,1
高雄市,1999,4,女,35-49,1
高雄市,1999,4,男,15-24,4
高雄市,1999,4,男,25-34,3
高雄市,1999,4,男,50-64,1
基隆市,1999,4,男,15-24,2
基隆市,1999,4,男,25-34,1
雲林縣,1999,4,男,25-34,1
雲林縣,1999,4,男,35-49,1
新北市,1999,4,男,15-24,2
新北市,1999,4,男,25-34,6
新北市,1999,4,男,35-49,1
台中市,1999,5,女,25-34,1
台中市,1999,5,男,25-34,3
台中市,1999,5,男,35-49,2
台北市,1999,5,女,35-49,1
台北市,1999,5,男,15-24,2
台北市,1999,5,男,25-34,6
台北市,1999,5,男,35-49,1
花蓮縣,1999,5,女,15-24,1
桃園市,1999,5,女,25-34,1
桃園市,1999,5,男,25-34,2
桃園市,1999,5,男,50-64,1
